,Acalabrutinib,Acebutolol,Acenocoumarol,Acetyldigitoxin,Acitretin,Aclidinium,Adapalene,Agomelatine,Ajmaline,Albuterol,Alcaftadine,Alclofenac,Alfuzosin,Alitretinoin,Almotriptan,Alprazolam,Alprenolol,Aluminium phosphate,Aluminum chloride,Alvimopan,Amifostine,Amikacin,Aminocaproic acid,Aminoglutethimide,Amisulpride,Amitriptyline,Amobarbital,Amodiaquine,Amoxapine,Amoxicillin,Anastrozole,Anileridine,Apalutamide,Arsenic trioxide,Artesunate,Asciminib,Ascorbic acid,Astemizole,Atazanavir,Atomoxetine,Atorvastatin,Atovaquone,Azacitidine,Azathioprine,Bacitracin,Baclofen,Baloxavir marboxil,Belumosudil,Belzutifan,Benazepril,Bendazac,Bendroflumethiazide,Benzthiazide,Benzydamine,Betaxolol,Bethanidine,Betrixaban,Bexagliflozin,Bezafibrate,Binimetinib,Bioallethrin,Bisoprolol,Bivalirudin,Brinzolamide,Bromfenac,Bromocriptine,Brompheniramine,Brotizolam,Buclizine,Budesonide,Buprenorphine,Cabotegravir,Calcium chloride,Calcium citrate,Calcium levulinate,Camphor,Cannabidiol,Capreomycin,Capsaicin,Carbenicillin,Carbinoxamine,Carbocisteine,Carbon monoxide,Carindacillin,Carmustine,Carvedilol,Cefaclor,Cefamandole,Cefapirin,Cefditoren,Cefepime,Cefiderocol,Cefixime,Cefmenoxime,Cefmetazole,Cefoperazone,Ceforanide,Cefotaxime,Cefprozil,Cefradine,Ceftaroline fosamil,Ceftibuten,Ceftobiprole medocaril,Celiprolol,Cenobamate,Ceruletide,Cetirizine,Chenodeoxycholic acid,Chlorprothixene,Chlorthalidone,Cholecalciferol,Chondroitin sulfate,Cidofovir,Cinacalcet,Cinchocaine,Ciprofibrate,Cisapride,Cisplatin,Citric acid,Clarithromycin,Clevidipine,Clindamycin,Clioquinol,Clobazam,Clofarabine,Clofibrate,Clomipramine,Clonidine,Clorazepic acid,Clotiazepam,Clotrimazole,Cloxacillin,Codeine,Colchicine,Conjugated estrogens,Copanlisib,Crizotinib,Crofelemer,Cyclandelate,Cycloguanil,Cyclophosphamide,Cyproterone acetate,Daclatasvir,Dacomitinib,Dalbavancin,Dalfampridine,Dalteparin,Dapagliflozin,Dapiprazole,Dapsone,Darunavir,Debrisoquine,Decitabine,Deferoxamine,Delafloxacin,Delavirdine,Demeclocycline,Desipramine,Deucravacitinib,Deutetrabenazine,Dexibuprofen,Dexketoprofen,Dexlansoprazole,Dexmedetomidine,Diamorphine,Didecyldimethylammonium,Diethylcarbamazine,Diethylstilbestrol,Diltiazem,Dimethyl fumarate,Dimetindene,Dinoprost,Dinoprostone,Dipyridamole,Disopyramide,Docetaxel,Dofetilide,Domperidone,Dopamine,Dosulepin,Doxapram,Drisapersen,Drotaverine,Droxidopa,Duloxetine,Dutasteride,Ebastine,Econazole,Edaravone,Edoxudine,Efavirenz,Efinaconazole,Elacestrant,Elagolix,Emedastine,Empagliflozin,Emtricitabine,Enasidenib,Encorafenib,Enoxacin,Epinastine,Eprosartan,Eravacycline,Ergocalciferol,Erythrityl tetranitrate,Escitalopram,Esketamine,Estramustine,Etacrynic acid,Etelcalcetide,Ethambutol,Ethionamide,Etonogestrel,Etravirine,Ezogabine,Fedratinib,Fendiline,Ferrous fumarate,Ferrous glycine sulfate,Fesoterodine,Fexofenadine,Filgotinib,Finasteride,Finerenone,Flecainide,Florbetaben F-18,Flumazenil,Flumethasone,Fluocinonide,Fluoxetine,Fluoxymesterone,Flurandrenolide,Flurazepam,Fluspirilene,Flutemetamol (18F),Fluticasone,Fluvastatin,Fluvoxamine,Fomepizole,Fondaparinux,Formestane,Formoterol,Foscarnet,Fostemsavir,Fulvestrant,Fusidic acid,Gadofosveset trisodium,Ganaxolone,Gatifloxacin,Gefapixant,Gemcitabine,Gemeprost,Gentamicin,Gepirone,Gepotidacin,Glipizide,Gliquidone,Glyburide,Glycopyrronium,Gramicidin D,Grazoprevir,Guanethidine,Halothane,Heparin,Homatropine methylbromide,Hyaluronic acid,Hydrocortisone butyrate,Hydroxyurea,Hydroxyzine,Ibandronate,Ibrexafungerp,Ibuprofen,Ibuproxam,Ibutilide,Ifosfamide,Iloperidone,Imatinib,Imipramine,Indapamide,Indigotindisulfonic acid,Infigratinib,Ingenol mebutate,Inositol,Inositol nicotinate,Iodipamide,Isoetharine,Isoflurane,Isoniazid,Isotretinoin,Isradipine,Istradefylline,Ivabradine,Ketoconazole,Ketorolac,Labetalol,Lactic acid,Landiolol,Lasmiditan,Lazertinib,Leniolisib,Lesinurad,Levacetylmethadol,Levamlodipine,Levocabastine,Levocetirizine,Levomilnacipran,Levonorgestrel,Lipoic acid,Lisdexamfetamine,Lomitapide,Lomustine,Loracarbef,Lorlatinib,Lornoxicam,Losartan,Lotilaner,Lovastatin,Loxapine,Luliconazole,Lurasidone,Macimorelin,Mafenide,Magnesium sulfate,Malathion,Maraviroc,Mavacamten,Mazindol,Mecamylamine,Meclofenamic acid,Mecobalamin,Medroxyprogesterone acetate,Mefenamic acid,Mefloquine,Megestrol,Melatonin,Memantine,Meperidine,Mephenytoin,Meprobamate,Mepyramine,Meropenem,Methacholine,Methadone,Methantheline,Methionine,Methotrexate,Methoxamine,Methoxsalen,Methoxyflurane,Methyclothiazide,Methyldopa,Methylphenidate,Methyltestosterone,Methysergide,Mezlocillin,Mibefradil,Micafungin,Midostaurin,Migalastat,Miglustat,Milnacipran,Miltefosine,Minaprine,Minoxidil,Mirtazapine,Mitoxantrone,Mobocertinib,Mometasone furoate,Moricizine,Mupirocin,Nabumetone,Nadolol,Nafarelin,Nafcillin,Naftifine,Naldemedine,Nateglinide,Neomycin,Netarsudil,Nicergoline,Nicotinamide,Nicotine,Nifedipine,Nirmatrelvir,Nisoldipine,Nitazoxanide,Nitrazepam,Nitroprusside,Norgestrel,Nortriptyline,Noscapine,Obeticholic acid,Ofloxacin,Omaveloxolone,Omeprazole,Omidenepag isopropyl,Opium,Orciprenaline,Oritavancin,Oxazepam,Oxcarbazepine,Oxtriphylline,Oxycodone,Oxymetholone,Oxyphenbutazone,Oxyphencyclimine,Oxyphenonium,Ozanimod,Ozenoxacin,Pacritinib,Paliperidone,Palovarotene,Paramethadione,Parecoxib,Paricalcitol,Paroxetine,Patent Blue,Pefloxacin,Pemetrexed,Penbutolol,Pentosan polysulfate,Pentoxyverine,Perampanel,Perazine,Pergolide,Perindopril,Permethrin,Perphenazine,Phenazopyridine,Phenindamine,Phenindione,Pheniramine,Phenoxybenzamine,Phenoxymethylpenicillin,Phenylephrine,Phenylpropanolamine,Phenytoin,Phthalylsulfathiazole,Physostigmine,Pinaverium,Piperacillin,Piperazine,Pipradrol,Pirenzepine,Pirtobrutinib,Pitolisant,Pixantrone,Plazomicin,Ponatinib,Porfimer sodium,Potassium,Potassium chloride,Potassium perchlorate,Pralsetinib,Pramiracetam,Prasterone,Prasugrel,Prazosin,Prednisolone,Prenylamine,Primaquine,Primidone,Probenecid,Probucol,Procarbazine,Procaterol,Prochlorperazine,Proguanil,Propantheline,Proparacaine,Propofol,Propyl alcohol,Protirelin,Protriptyline,Prucalopride,Pseudoephedrine,Pyrantel,Pyridoxal phosphate,Pyridoxine,Pyrithione,Quazepam,Quinine,Quizartinib,Raltitrexed,Rebamipide,Regorafenib,Relugolix,Remdesivir,Repotrectinib,Rescinnamine,Resorcinol,Retapamulin,Ribociclib,Riboflavin,Rifapentine,Rilpivirine,Riociguat,Ripretinib,Risperidone,Ritonavir,Rizatriptan,Rocuronium,Rolitetracycline,Romidepsin,Ropinirole,Ropivacaine,Rosiglitazone,Roxadustat,Roxithromycin,Rucaparib,Rufinamide,Ruxolitinib,Salicylic acid,Scopolamine,Secobarbital,Selexipag,Selpercatinib,Sertaconazole,Sertindole,Sertraline,Sildenafil,Silver,Silver sulfadiazine,Simeprevir,Siponimod,Sodium oxybate,Sodium sulfate,Sofosbuvir,Solriamfetol,Somatostatin,Sonidegib,Sorafenib,Sotagliflozin,Sotalol,Spectinomycin,Spironolactone,Streptomycin,Sucralfate,Sulfacetamide,Sulfacytine,Sulfadiazine,Sulfadoxine,Sulfamethazine,Sulfapyridine,Sulfasalazine,Sulfinpyrazone,Sulfisoxazole,Sulthiame,Sumatriptan,Tacrolimus,Talbutal,Tasimelteon,Tauroursodeoxycholic acid,Tecovirimat,Tegafur,Tegaserod,Telaprevir,Temafloxacin,Tenofovir alafenamide,Tenofovir disoproxil,Tenoxicam,Terazosin,Terbutaline,Terconazole,Thiabendazole,Thiamylal,Thioproperazine,Thioridazine,Thiothixene,Tiagabine,Ticlopidine,Tigecycline,Tivozanib,Tixocortol,Tizanidine,Tolmetin,Tolrestat,Triamcinolone,Trichlormethiazide,Triclabendazole,Tridihexethyl,Triethylenetetramine,Trifluoperazine,Trimetrexate,Triprolidine,Trospium,Trovafloxacin,Tryptophan,Udenafil,Ulipristal,Ulobetasol,Umeclidinium,Vaborbactam,Vanzacaftor,Vardenafil,Varenicline,Vecuronium,Velpatasvir,Venlafaxine,Vericiguat,Vibegron,Vigabatrin,Vildagliptin,Vindesine,Vinflunine,Vonoprazan,Vorapaxar,Voriconazole,Vorinostat,Warfarin,Xanthinol,Yohimbine,Zafirlukast,Zanamivir,Zilucoplan,Zolmitriptan,Zotepine,Zucapsaicin
Acalabrutinib,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acebutolol,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acenocoumarol,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
